lang1_ETS,lang2_ETS,eco_dist
mal,tam,2.3350619823837744
mar,tam,1.1186134385093083
nep,tam,2.2220859246468048
pan,tam,2.251450643162612
pol,tam,3.2758348802662436
por,tam,2.0191360403108356
rum,tam,3.159588632253259
rus,tam,4.553057026277263
spa,tam,2.8170433887747435
tgl,tam,1.9546339031705806
tam,tam,0
tel,tam,1.1429015425396816
tha,tam,0.7297219501500375
tur,tam,2.9913287782958755
urd,tam,2.060559645245644
vie,tam,1.4082553532989555
yor,tam,0.6816371551989995
fas,tam,2.6506064142010706
ara,tel,1.9307019676329231
ben,tel,1.4907002306294883
bul,tel,3.2959568675674107
chi,tel,3.2406770581078557
dut,tel,3.2407837413801985
eng,tel,3.3161833126953226
fre,tel,3.297332832464349
ger,tel,3.3149637120884226
gre,tel,3.2139003159801147
guj,tel,1.1128763633975087
hin,tel,1.325194685240054
ibo,tel,3.1904918237106172
ind,tel,4.134267746572079
ita,tel,3.109603054665957
jpn,tel,3.068244179218653
kan,tel,0.7489084153320635
kor,tel,3.288797279332172
mal,tel,2.7325766731587406
mar,tel,0.2837803606686864
nep,tel,1.855777206991129
pan,tel,1.3815174034143571
pol,tel,3.3293559694120853
por,tel,2.1699732713710413
rum,tel,3.1824825360734654
rus,tel,4.49739236292194
spa,tel,2.9943668699668153
tgl,tel,2.549881809922976
tam,tel,1.1429015425396816
tel,tel,0
tha,tel,1.2523965402474482
tur,tel,3.0327898698077673
urd,tel,0.9737829078815411
vie,tel,1.3936416218146483
yor,tel,1.5226354546443066
fas,tel,2.143552487771931
ara,tha,2.6582489870558526
ben,tha,0.972149747621142
bul,tha,3.4434078523687
chi,tha,4.060339715805201
dut,tha,3.1207649993141837
eng,tha,3.175648771734891
fre,tha,3.1877122332054637
ger,tha,3.3735688964420305
gre,tha,3.3423652685220113
guj,tha,2.251959763992219
hin,tha,2.3399561597534047
ibo,tha,2.0994279744530373
ind,tha,3.0824320414439503
ita,tha,3.036360464001544
jpn,tha,2.997919776374885
kan,tha,1.180459698281087
kor,tha,3.7006528258474827
mal,tha,1.6754218717069087
mar,tha,1.1008926786020625
nep,tha,1.8631058448984767
pan,tha,2.4343868934337998
pol,tha,3.5524337786306424
por,tha,2.157846681832293
rum,tha,3.41393449977557
rus,tha,4.781826407442704
spa,tha,3.1188604095093884
tgl,tha,1.3894342345320363
tam,tha,0.7297219501500375
tel,tha,1.2523965402474482
tha,tha,0
tur,tha,3.3018540462410004
urd,tha,2.219013115206725
vie,tha,1.154487957670164
yor,tha,0.43185873964910276
fas,tha,2.9187868367180436
ara,tur,1.8439184698157172
ben,tur,2.980653757965165
bul,tur,0.513373279288609
chi,tur,2.5679895529631427
dut,tur,1.079726263946475
eng,tur,1.2415367962709913
fre,tur,1.0754664221661818
ger,tur,0.6300242218159008
gre,tur,0.5039830552534043
guj,tur,3.5288851087341553
hin,tur,3.2917465119388902
ibo,tur,4.387938652958529
ind,tur,5.015171853772111
ita,tur,0.861192596396226
jpn,tur,1.3592902185203297
kan,tur,2.8093961491157784
kor,tur,1.733777313541405
mal,tur,4.184874465002306
mar,tur,2.9558819356617074
nep,tur,2.733601561353661
pan,tur,2.668180086526896
pol,tur,0.338903491492209
por,tur,1.270686954561573
rum,tur,0.30587556813355027
rus,tur,1.6360373860009754
spa,tur,0.5012744513638588
tgl,tur,3.809935491805537
tam,tur,2.9913287782958755
tel,tur,3.0327898698077673
tha,tur,3.3018540462410004
tur,tur,0
urd,tur,3.207068827112523
vie,tur,2.6436952708403996
yor,tur,3.180875447581954
fas,tur,1.4869940601399023
ara,urd,1.9032435015399671
ben,urd,2.291879242246052
bul,urd,3.5474599742395774
chi,urd,2.8062846364600973
dut,urd,3.6695891801768306
eng,urd,3.7609296367770946
fre,urd,3.72756538378624
ger,urd,3.6090964770586034
gre,urd,3.489157699025575
guj,urd,0.5277444825002882
hin,urd,0.9149819604352053
ibo,urd,4.058252896332496
ind,urd,4.959692009213429
ita,urd,3.5238060587813456
jpn,urd,3.4688171990400196
kan,urd,1.4631946909317473
kor,urd,3.266485129976252
mal,urd,3.593584295581112
mar,urd,1.1472116762566467
nep,urd,2.2854671250154146
pan,urd,1.0008740295371403
pol,urd,3.504865596582657
por,urd,2.6372315674133637
rum,urd,3.360000201505274
rus,urd,4.533862747310592
spa,urd,3.2818472166151604
tgl,urd,3.468434502997302
tam,urd,2.060559645245644
tel,urd,0.9737829078815411
tha,urd,2.219013115206725
tur,urd,3.207068827112523
urd,urd,0
vie,urd,2.1193683357794373
yor,urd,2.484777671616664
fas,urd,1.949970312978225
ara,vie,2.0594707277303637
ben,vie,0.3751394218344977
bul,vie,2.761287379523357
chi,vie,3.12946312679068
dut,vie,2.6632502580122663
eng,vie,2.820446064108461
fre,vie,2.760244717936033
ger,vie,2.71025280807443
gre,vie,2.6954358844676984
guj,vie,2.108116790062732
hin,vie,1.8869371915373327
ibo,vie,2.2274248003650876
ind,vie,3.08232451294475
ita,vie,2.4551573759872514
jpn,vie,2.1017066989225412
kan,vie,1.591863554067697
kor,vie,2.651433105605565
mal,vie,1.8667182971453744
mar,vie,1.1435818602634051
nep,vie,1.021735331900994
pan,vie,1.87699055033602
pol,vie,2.850659828658547
por,vie,1.5694689483830255
rum,vie,2.6930886610928066
rus,vie,3.9250569660012937
spa,vie,2.582208056554499
tgl,vie,1.6746734824527647
tam,vie,1.4082553532989555
tel,vie,1.3936416218146483
tha,vie,1.154487957670164
tur,vie,2.6436952708403996
urd,vie,2.1193683357794373
vie,vie,0
yor,vie,1.3305420007935171
fas,vie,2.229238037344083
ara,yor,2.7267987427146325
ben,yor,1.188141837211303
bul,yor,3.296911965093335
chi,yor,4.221355193370943
dut,yor,2.8856945409082018
eng,yor,2.91085299582723
fre,yor,2.9403595547539045
ger,yor,3.2109680207217632
gre,yor,3.185930967287307
guj,yor,2.583261495982117
hin,yor,2.6713863207618873
ibo,yor,2.1083887035410465
ind,yor,3.068377551367401
ita,yor,2.8380921297252306
jpn,yor,2.908719509808848
kan,yor,1.2457190286777315
kor,yor,3.7571010561181843
mal,yor,1.748819241137166
mar,yor,1.3896913218741016
nep,yor,2.0495315019607596
pan,yor,2.669726046964022
pol,yor,3.4247096018892327
por,yor,2.03777258081653
rum,yor,3.2993874990454524
rus,yor,4.687642903889636
spa,yor,2.9452429936919216
tgl,yor,1.339828575705716
tam,yor,0.6816371551989995
tel,yor,1.5226354546443066
tha,yor,0.43185873964910276
tur,yor,3.180875447581954
urd,yor,2.484777671616664
vie,yor,1.3305420007935171
yor,yor,0
fas,yor,2.9834744012440533
ara,fas,1.0625004515860854
ben,fas,2.591900939788105
bul,fas,1.8768101121344012
chi,fas,1.588361749763914
dut,fas,2.317106136134798
eng,fas,2.4736045687020085
fre,fas,2.371100408801005
ger,fas,1.9867092670454083
gre,fas,1.8679193770603273
guj,fas,2.250734339575902
hin,fas,2.001108926162569
ibo,fas,4.371841084919339
ind,fas,5.123652626799713
ita,fas,2.1040671353609177
jpn,fas,2.096349723825812
kan,fas,2.205910947577965
kor,fas,1.642082652444681
mal,fas,4.036776269559745
mar,fas,2.12412581564371
nep,fas,2.2077000827339166
pan,fas,1.3664690495271012
pol,fas,1.733499939905171
por,fas,1.621861520360994
rum,fas,1.6022770905684403
rus,fas,2.6052057546307
spa,fas,1.7620056851881156
tgl,fas,3.785789466244393
tam,fas,2.6506064142010706
tel,fas,2.143552487771931
tha,fas,2.9187868367180436
tur,fas,1.4869940601399023
urd,fas,1.949970312978225
vie,fas,2.229238037344083
yor,fas,2.9834744012440533
fas,fas,0
