word,n,conc_tile
immediate,27,3
implement,27,4
initially,27,1
misleading,27,1
narrow,27,6
ok,27,3
ourself,27,5
petrol,27,9
petroleum,27,10
popularity,27,4
positively,27,1
poverty,27,5
psychology,27,4
regularly,27,2
rooms,27,9
seven,27,8
sky,27,9
spoil,27,5
staff,27,9
terrible,27,3
valid,27,4
visual,27,6
vulnerable,27,3
wherever,27,1
actively,26,4
adverse,26,3
affordable,26,3
alive,26,6
amongst,26,5
arrive,26,6
balanced,26,5
ball,26,10
boost,26,6
closely,26,4
clothing,26,9
color,26,8
consumption,26,6
depression,26,4
distant,26,5
divide,26,5
elderly,26,8
element,26,7
email,26,10
ended,26,3
explaining,26,3
facebook,26,9
formal,26,5
hair,26,10
loosing,26,2
luck,26,1
mechanical,26,6
oppose,26,4
partner,26,7
pattern,26,8
principle,26,1
prone,26,5
relaxed,26,4
remote,26,7
savings,26,7
sea,26,10
section,26,6
seeking,26,5
sooner,26,3
sophisticated,26,2
speech,26,7
stuck,26,7
super,26,2
sustain,26,3
table,26,10
wake,26,6
wanting,26,3
weekend,26,8
accurately,25,4
admire,25,3
affecting,25,1
agency,25,8
airplane,25,10
ancestors,25,7
angry,25,4
aunt,25,9
banking,25,7
bother,25,2
characteristic,25,4
clever,25,2
corner,25,9
defined,25,3
democratic,25,1
double,25,7
driven,25,4
emergency,25,4
expression,25,5
formation,25,6
generate,25,3
imply,25,2
independently,25,2
inevitable,25,1
introduction,25,6
lonely,25,3
lunch,25,9
meal,25,9
mislead,25,4
namely,25,1
partly,25,4
politic,25,5
privacy,25,1
realistic,25,3
regret,25,2
resulting,25,3
rid,25,3
ride,25,8
rising,25,7
senior,25,6
severe,25,4
smoke,25,10
statistics,25,7
suggestion,25,3
surprised,25,4
thesis,25,8
warming,25,7
apple,24,10
dedicated,24,1
demonstrate,24,4
device,24,8
devote,24,2
display,24,8
dramatically,24,1
enrich,24,2
farm,24,9
fat,24,9
gaming,24,7
gold,24,10
gotten,24,5
guarantee,24,2
harsh,24,3
innocent,24,1
insight,24,1
inspiration,24,3
isolated,24,5
largely,24,4
legal,24,2
milk,24,10
neglect,24,4
north,24,8
nutshell,24,9
operation,24,7
passage,24,8
please,24,1
respond,24,5
shaping,24,5
standing,24,8
strive,24,3
survey,24,8
teamwork,24,4
teen,24,9
tension,24,5
undergraduate,24,6
welfare,24,5
alcohol,23,10
artist,23,9
assist,23,4
attached,23,6
bear,23,10
bike,23,10
candidate,23,8
cartoon,23,9
charge,23,6
cinema,23,10
construction,23,8
emphasis,23,3
employed,23,5
expense,23,5
external,23,5
fault,23,4
foot,23,10
grasp,23,7
incorrect,23,3
inspired,23,1
joining,23,5
labor,23,6
lasting,23,4
likewise,23,3
listed,23,5
measure,23,7
offering,23,5
ought,23,1
paint,23,10
persuade,23,3
reduction,23,5
refuse,23,6
schooling,23,6
secret,23,3
significance,23,1
solid,23,9
sons,23,9
spoiled,23,4
stayed,23,6
tender,23,5
unhealthy,23,5
urge,23,2
volunteer,23,8
wisdom,23,1
academically,22,2
adequate,22,2
advantageous,22,3
arrange,22,5
board,22,9
capital,22,8
category,22,5
civilization,22,7
concentrated,22,4
concluding,22,3
conscious,22,3
convincing,22,2
cooperate,22,2
cooperation,22,3
costly,22,3
cricket,22,10
domestic,22,5
drastically,22,1
dynamic,22,4
electric,22,7
electrical,22,7
ethics,22,4
fake,22,2
fifty,22,7
gains,22,5
hanging,22,8
indulge,22,5
initial,22,6
linked,22,7
manners,22,3
mix,22,8
monitor,22,7
motor,22,10
mouse,22,10
networking,22,5
plant,22,10
police,22,10
repeat,22,6
scared,22,4
simpler,22,2
skilled,22,2
soap,22,10
technique,22,4
tennis,22,9
virtually,22,3
accomplished,21,1
actor,21,9
broken,21,8
charity,21,5
chocolate,21,10
client,21,8
colors,21,9
corporate,21,4
crazy,21,4
creativeness,21,3
dark,21,9
defend,21,4
domain,21,7
economically,21,3
evolve,21,2
expressed,21,3
fantastic,21,1
fired,21,4
forgot,21,3
funding,21,6
hectic,21,2
hero,21,6
highschool,21,10
ice,21,10
inclined,21,5
instrument,21,9
logic,21,1
obesity,21,6
obey,21,5
outlook,21,2
parental,21,5
politician,21,9
prime,21,4
prior,21,4
proof,21,5
quiet,21,5
readily,21,2
resolve,21,2
rural,21,5
serving,21,7
somewhat,21,1
symbol,21,6
theme,21,5
transfer,21,6
tree,21,10
appeal,20,1
architecture,20,7
assistance,20,3
belonging,20,2
black,20,8
chemical,20,8
civil,20,3
comprehend,20,2
cry,20,8
democracy,20,1
easiest,20,3
escape,20,7
flow,20,8
glad,20,4
holding,20,8
illness,20,7
infrastructure,20,7
load,20,7
participation,20,5
perfection,20,2
primarily,20,2
reference,20,4
regards,20,3
route,20,8
ruin,20,5
separate,20,7
shampoo,20,10
solely,20,1
spite,20,3
subjective,20,1
supervision,20,3
throw,20,8
ticket,20,10
tourism,20,6
traveller,20,9
uncomfortable,20,3
warm,20,7
wash,20,9
wrote,20,7
abuse,19,5
address,19,8
agriculture,19,7
candy,19,10
celebrity,19,7
confusion,19,3
dare,19,4
disagreement,19,6
east,19,6
effectiveness,19,3
ending,19,4
expanding,19,6
faith,19,1
forcing,19,4
formula,19,8
hearing,19,6
hit,19,8
interpersonal,19,4
irresponsible,19,3
king,19,8
knowledgeable,19,2
marriage,19,4
meaningful,19,1
moon,19,10
opposed,19,3
origin,19,3
output,19,4
peaceful,19,4
recreation,19,5
review,19,5
soul,19,2
spot,19,9
strictly,19,3
swimming,19,9
thousand,19,6
unexpected,19,3
universe,19,8
update,19,5
upset,19,4
urban,19,7
worthy,19,3
writer,19,9
yours,19,3
absorb,18,6
accustomed,18,3
allowance,18,6
brave,18,4
carrying,18,7
christmas,18,7
combined,18,5
compromise,18,2
confirm,18,3
continuously,18,4
covered,18,7
criteria,18,4
curriculum,18,6
determination,18,1
eight,18,8
endless,18,2
fruitful,18,4
illegal,18,4
impress,18,3
intention,18,1
interactive,18,4
involvement,18,1
jump,18,9
materialistic,18,4
nearby,18,5
opt,18,4
outstanding,18,1
page,18,10
percentage,18,6
press,18,8
producer,18,6
profitable,18,4
protection,18,4
quit,18,5
safely,18,4
satisfying,18,4
scene,18,8
series,18,6
ship,18,10
shorter,18,7
span,18,6
spreading,18,6
stupid,18,1
surrounded,18,8
switch,18,8
tech,18,6
thank,18,6
typically,18,1
unlimited,18,2
unwanted,18,3
vice,18,4
appearance,17,5
birthday,17,6
calling,17,5
church,17,10
commit,17,3
complain,17,5
contents,17,7
dancing,17,9
depressed,17,2
dislike,17,1
excess,17,4
excessive,17,3
farmer,17,9
geography,17,6
hometown,17,7
horizon,17,9
immense,17,3
impressive,17,3
informative,17,1
inner,17,5
joint,17,9
junior,17,7
loving,17,1
mandatory,17,3
mathematical,17,6
mission,17,6
observing,17,6
official,17,5
operating,17,7
parking,17,8
philosophy,17,3
profound,17,1
pure,17,2
rational,17,1
seat,17,10
semester,17,6
someday,17,1
straight,17,5
ultimate,17,1
venture,17,5
viewpoint,17,3
accounting,16,7
afterwards,16,3
ambition,16,1
beach,16,10
boon,16,4
checked,16,5
colorful,16,8
concrete,16,9
considerably,16,1
cycle,16,7
dead,16,8
deadline,16,5
decade,16,6
decent,16,3
deserve,16,1
director,16,8
distract,16,4
driver,16,10
edge,16,9
elaborate,16,5
enhanced,16,3
evil,16,2
flight,16,8
footsteps,16,8
fossil,16,10
fund,16,6
instantly,16,4
kitchen,16,10
lab,16,10
lady,16,9
laptop,16,10
link,16,7
meanwhile,16,1
monthly,16,7
observation,16,3
pride,16,1
print,16,9
property,16,8
release,16,6
restrict,16,3
reveal,16,5
rounded,16,7
sole,16,8
surf,16,9
tackle,16,9
tax,16,8
turkey,16,10
turning,16,6
viewing,16,5
wearing,16,7
zone,16,6
asset,15,6
attraction,15,3
believing,15,1
campaign,15,6
cash,15,9
clarify,15,3
closed,15,7
consist,15,3
criminal,15,7
curricular,15,5
designing,15,6
electronics,15,9
encouragement,15,2
enthusiasm,15,4
extensive,15,2
forming,15,3
frustrated,15,4
graduating,15,5
green,15,8
guiding,15,5
gym,15,10
happily,15,2
insist,15,3
justify,15,1
keen,15,1
liberty,15,2
nervous,15,2
neutral,15,2
ocean,15,10
outweigh,15,5
permit,15,7
platform,15,9
record,15,9
rewarding,15,3
selection,15,4
shaped,15,5
sleeping,15,9
sphere,15,9
thorough,15,1
unity,15,3
aggressive,14,4
army,14,10
assure,14,4
bias,14,1
bicycle,14,10
camera,14,10
careless,14,1
confuse,14,3
consult,14,6
continent,14,9
continued,14,3
counter,14,9
delicious,14,4
devoted,14,2
digital,14,7
disappointed,14,2
distracted,14,4
doll,14,10
eliminate,14,5
esteem,14,2
faculty,14,8
fantasy,14,1
fortunately,14,1
frequent,14,3
gasoline,14,10
hired,14,5
inspire,14,1
john,14,7
junk,14,8
limitation,14,3
luxurious,14,6
mall,14,10
million,14,6
mutual,14,3
newly,14,4
nurse,14,9
paragraph,14,8
perceive,14,1
phrase,14,5
piano,14,10
probability,14,1
procedure,14,5
proceed,14,5
qualification,14,2
red,14,9
sacrifice,14,5
selected,14,5
shelter,14,10
shift,14,5
singing,14,9
smile,14,9
subway,14,10
supermarket,14,9
surprise,14,6
teeth,14,10
thoroughly,14,3
threat,14,4
unfamiliar,14,2
upper,14,7
version,14,1
wall,14,10
winter,14,8
abstract,13,1
acknowledge,13,3
adage,13,2
ample,13,4
anti,13,3
associate,13,7
bar,13,10
barely,13,1
branch,13,10
broke,13,7
calm,13,5
coffee,13,10
comment,13,7
commodity,13,6
continuous,13,3
crowded,13,7
dedicate,13,5
dentist,13,10
desirable,13,2
diet,13,6
excitement,13,4
fascinating,13,2
fish,13,10
forgetting,13,2
incredible,13,2
indicate,13,4
intend,13,1
jam,13,10
manipulate,13,5
military,13,8
mood,13,1
mountain,13,10
museum,13,9
noise,13,7
nonetheless,13,1
permanent,13,5
pizza,13,10
precisely,13,4
preferable,13,1
publicity,13,5
reader,13,8
remarkable,13,2
riding,13,8
sexual,13,4
song,13,9
stays,13,5
stone,13,10
struggling,13,5
surgery,13,9
targeted,13,5
tested,13,6
thin,13,8
transition,13,3
tremendously,13,1
unlikely,13,2
upcoming,13,2
administration,12,5
admission,12,5
advancing,12,5
applicable,12,4
baseball,12,10
blind,12,8
buyer,12,9
caught,12,7
cheat,12,3
chess,12,10
cola,12,10
confined,12,6
confront,12,4
conventional,12,1
currency,12,9
cutting,12,8
dedication,12,3
delivery,12,8
detergent,12,10
drastic,12,1
emotionally,12,1
ethical,12,1
examine,12,5
farming,12,7
fee,12,8
fond,12,1
fortune,12,6
grab,12,7
harmony,12,4
haste,12,4
heads,12,9
insurance,12,5
internal,12,4
island,12,10
laboratory,12,9
ladder,12,10
lay,12,8
liking,12,2
limiting,12,1
massive,12,6
misuse,12,3
morals,12,1
musician,12,9
obligation,12,3
pharmacy,12,10
portion,12,8
powder,12,10
prize,12,9
programming,12,6
pursuit,12,6
recall,12,3
reliability,12,2
request,12,5
respectful,12,3
singer,12,9
species,12,7
spoken,12,7
unaware,12,1
unsatisfied,12,2
unusual,12,3
upbringing,12,3
valued,12,1
weakness,12,5
west,12,7
wherein,12,1
wild,12,4
winning,12,5
yesterday,12,6
youngster,12,8
alike,11,4
analytical,11,2
ban,11,4
blindly,11,5
bonding,11,4
bread,11,10
calculate,11,5
calculator,11,10
classmate,11,9
cleaner,11,8
designer,11,8
detrimental,11,3
distinct,11,3
download,11,6
duration,11,3
exception,11,2
expectation,11,1
expenditure,11,5
forbidden,11,2
fore,11,4
forest,11,10
hardworking,11,4
heritage,11,4
hi,11,5
hydrogen,11,7
impart,11,2
impose,11,2
inappropriate,11,1
inter,11,3
locals,11,6
map,11,10
masses,11,6
memorable,11,2
motion,11,8
motive,11,1
musical,11,8
novel,11,9
nursing,11,8
obliged,11,3
pool,11,10
presently,11,3
qualifications,11,3
recognition,11,4
rightly,11,2
settle,11,4
shortage,11,4
smooth,11,8
sociable,11,3
surprising,11,4
testing,11,7
traveler,11,8
viewer,11,8
widen,11,6
wiser,11,1
witness,11,8
adventurous,10,2
advisable,10,2
advocate,10,5
ambitious,10,2
bottom,10,9
browse,10,6
collected,10,6
commitment,10,1
construct,10,5
contract,10,8
debatable,10,3
definite,10,3
delay,10,5
derived,10,2
dirty,10,9
displayed,10,6
empty,10,7
enthusiastic,10,5
extraordinary,10,3
falling,10,7
fatal,10,6
fifteen,10,7
filter,10,9
fourth,10,7
heavily,10,6
hole,10,10
hunger,10,7
hungry,10,6
integral,10,3
intense,10,4
launch,10,8
lecturer,10,9
loan,10,8
manufacturer,10,8
metro,10,7
monetary,10,6
multinational,10,7
outer,10,8
package,10,10
picked,10,5
pornography,10,8
preferred,10,4
promise,10,3
prospective,10,2
remind,10,3
remove,10,6
retain,10,4
root,10,9
stability,10,4
steal,10,8
subjected,10,2
submit,10,5
substantial,10,3
suit,10,10
superficial,10,2
sweet,10,8
tight,10,8
trough,10,9
trustworthy,10,4
tuition,10,7
union,10,7
verify,10,3
visa,10,9
weekly,10,7
absence,9,4
accountant,9,9
advertiser,9,8
advised,9,4
agreeing,9,4
amazed,9,1
apparently,9,1
appreciation,9,1
beat,9,8
boom,9,7
breaking,9,8
bunch,9,7
capture,9,6
celebrate,9,6
chain,9,9
cite,9,6
climb,9,8
clock,9,10
cloth,9,10
coke,9,10
compulsory,9,2
conservative,9,2
cultivate,9,6
dear,9,3
dog,9,10
dramatic,9,3
employ,9,4
engaging,9,1
exaggerate,9,3
failing,9,4
fairly,9,3
fascinated,9,1
feedback,9,4
flexibility,9,6
genius,9,6
hamper,9,9
highlight,9,6
honestly,9,2
honesty,9,1
hopefully,9,2
ignorance,9,1
imperative,9,1
invaluable,9,3
laid,9,7
maker,9,8
microwave,9,9
monotonous,9,1
nine,9,8
noted,9,6
occasion,9,4
onto,9,4
payment,9,8
polite,9,2
principal,9,7
pushing,9,8
racing,9,8
realizing,9,2
reject,9,4
remaining,9,5
shot,9,9
socialization,9,2
stealing,9,7
strike,9,8
supportive,9,3
thirty,9,8
understandable,9,2
virtue,9,1
winner,9,6
absolute,8,2
accomplishment,8,4
addictive,8,3
adopted,8,4
angle,8,7
annoying,8,4
architect,8,8
assumption,8,2
bases,8,7
basket,8,10
breakfast,8,9
cafe,8,10
cake,8,10
calculated,8,5
centered,8,7
chair,8,9
chemicals,8,8
code,8,6
collection,8,8
competent,8,2
constructive,8,2
cosmetics,8,10
countless,8,1
drawn,8,5
emotion,8,4
exploit,8,1
extracurricular,8,3
factual,8,4
flat,8,8
gun,8,10
handy,8,2
hers,8,5
hood,8,10
individuality,8,3
injured,8,8
irrelevant,8,1
laundry,8,10
links,8,7
logically,8,2
mindset,8,1
mouth,8,10
mum,8,8
needy,8,4
overseas,8,7
owing,8,3
passionate,8,1
passive,8,4
penny,8,10
phenomena,8,2
playstation,8,10
problematic,8,3
prominent,8,2
publish,8,7
reflection,8,7
refresh,8,5
rent,8,7
resort,8,9
restriction,8,4
resume,8,8
rock,8,10
rude,8,4
sharp,8,8
shell,8,10
skip,8,8
strengthen,8,4
sudden,8,3
surgeon,8,9
tooth,8,10
undeniable,8,4
unemployment,8,6
unit,8,8
universal,8,2
utmost,8,1
vocabulary,8,6
window,8,10
assistant,7,8
association,7,4
block,7,9
bomb,7,10
borrow,7,6
broadcast,7,7
burning,7,8
capitalism,7,2
cellphone,7,10
central,7,5
chief,7,9
coach,7,8
cognitive,7,1
collage,7,9
commerce,7,5
commute,7,8
completion,7,4
comprehension,7,1
confusing,7,2
corruption,7,4
county,7,8
creatively,7,2
cruel,7,3
derive,7,2
differentiate,7,1
disturb,7,6
division,7,5
dollar,7,10
enemy,7,5
essentially,7,1
exhausted,7,5
facilitate,7,1
fitness,7,6
fruit,7,10
gambling,7,7
garden,7,10
geographical,7,6
girlfriend,7,9
glasses,7,10
golden,7,6
gravity,7,5
hardship,7,2
hesitate,7,4
hinder,7,5
horse,7,10
individualism,7,2
institute,7,7
instruction,7,7
intended,7,2
investigate,7,4
invite,7,6
ipod,7,10
lately,7,1
lying,7,4
magic,7,6
manual,7,9
measured,7,7
meat,7,10
medication,7,9
mobility,7,3
needless,7,2
pair,7,8
peak,7,9
pilot,7,10
plain,7,4
printed,7,8
propose,7,3
pull,7,8
ranging,7,4
recreational,7,5
reflected,7,5
rejected,7,6
season,7,7
seldom,7,1
shine,7,8
shirt,7,10
sorry,7,2
stepping,7,7
suicide,7,7
supervisor,7,9
surface,7,9
temperature,7,8
terrorist,7,7
theoretical,7,1
touring,7,5
underlying,7,4
unimportant,7,2
virus,7,7
wikipedia,7,8
wood,7,10
addict,6,6
affection,6,3
agent,6,7
alert,6,5
altogether,6,4
apartment,6,10
artificial,6,6
barrier,6,9
bet,6,6
blamed,6,1
blessing,6,3
boat,6,10
brazil,6,9
bridge,6,10
briefly,6,2
bulb,6,10
cheating,6,4
comfortably,6,3
command,6,4
composed,6,5
comprehensive,6,2
corrected,6,4
crash,6,8
crowd,6,9
custom,6,5
destiny,6,1
diploma,6,10
dish,6,10
distraction,6,4
disturbing,6,4
dressing,6,8
ex,6,5
excellence,6,3
excuse,6,4
exotic,6,3
exploration,6,5
fairness,6,2
festival,6,9
forbid,6,2
ford,6,9
glance,6,7
globally,6,5
graphics,6,9
grounds,6,9
hall,6,10
historic,6,2
homeland,6,7
horrible,6,3
ignorant,6,1
incomplete,6,3
indoor,6,7
ingredients,6,9
interpretation,6,1
isolation,6,5
laugh,6,9
liberal,6,1
mad,6,5
mange,6,7
mechanism,6,7
mentor,6,8
mingle,6,6
minimal,6,2
modify,6,5
nearest,6,6
nights,6,9
odd,6,1
officer,6,10
opposing,6,4
orientation,6,4
politically,6,2
pollute,6,5
polluted,6,7
pose,6,7
prestige,6,1
pro,6,5
probable,6,1
prosper,6,4
prosperity,6,1
prosperous,6,4
quest,6,5
reporter,6,9
reproduce,6,7
river,6,10
rough,6,8
rushing,6,6
sadness,6,2
scholarship,6,6
seller,6,7
sociology,6,2
speciality,6,4
spiritual,6,2
stance,6,8
sticking,6,7
strain,6,6
stream,6,9
succeeding,6,3
surprisingly,6,2
trading,6,6
underground,6,8
underline,6,8
unsuccessful,6,4
voluntary,6,3
voting,6,7
weapon,6,10
whereby,6,1
witch,6,9
aforementioned,5,2
afternoon,5,8
anatomy,5,7
angles,5,7
artistic,5,3
assuming,5,1
band,5,10
battery,5,10
battle,5,8
bottle,5,10
breath,5,9
broadcasting,5,7
burger,5,10
cast,5,8
catching,5,7
cautious,5,2
cherish,5,1
contest,5,7
correctness,5,4
costumer,5,8
crying,5,9
cup,5,10
damages,5,6
deadly,5,5
debt,5,5
dependant,5,4
destruction,5,6
disciplined,5,1
discourage,5,2
earnings,5,9
eighteen,5,8
enlarge,5,6
entity,5,5
fancy,5,4
farther,5,5
feeding,5,8
female,5,9
fist,5,10
floor,5,10
fool,5,6
frame,5,9
genuine,5,3
graphic,5,6
greed,5,1
greedy,5,5
heat,5,8
host,5,7
humankind,5,7
illustration,5,9
inferior,5,1
info,5,4
informal,5,3
integrate,5,3
interfere,5,5
investigation,5,4
journalist,5,8
justice,5,1
layer,5,7
log,5,10
marry,5,6
mate,5,9
mess,5,8
minister,5,9
morally,5,1
nowhere,5,2
obstacle,5,7
optimistic,5,2
overweight,5,7
overwhelmed,5,2
pharmacist,5,8
pointed,5,7
polluting,5,7
potentially,5,1
prevalent,5,2
profile,5,6
propaganda,5,4
proving,5,1
purely,5,1
rain,5,10
reluctant,5,1
revealed,5,5
revolutionary,5,4
roll,5,9
roof,5,10
sample,5,8
satisfactory,5,2
sensible,5,1
session,5,5
shoe,5,10
sickness,5,7
silly,5,3
sincere,5,2
split,5,8
sporting,5,6
stake,5,9
sunday,5,7
surround,5,5
technologically,5,4
territory,5,7
terrorism,5,5
textbook,5,10
timely,5,4
tolerance,5,3
tom,5,8
toothpaste,5,10
treasure,5,9
trick,5,7
unemployed,5,5
unfortunate,5,1
unpleasant,5,2
unreal,5,1
victim,5,7
widespread,5,3
willingness,5,2
yahoo,5,5
yield,5,6
