lang1_ets,lang2_ets,semantic_dist,eco_dist,asjp_lang_dist,wals_lang_dist,physical_dist,cultural_distances,weighted_mean_trade,mean_trade,weighted_sum_trade,sum_trade,agriculture_and_vegetation,basic_actions_and_technology,emotions_and_values,kinship,law,possession,religion_and_belief,social_and_political_relations,the_house,the_physical_world
tur,tgl,1.720983260224666,3.809935491805537,0.872693233484889,155.31473933252795,8928524.958739858,0.48752688172043,-17.796375447928543,-19.09466552337848,-18.489522628488487,-19.787812703938428,0.454545454545454,0.52625,0.597333333333333,0.469642857142858,0.290909090909091,0.502045454545455,0.358333333333333,0.376538461538461,0.508181818181818,0.446666666666667
vie,tgl,2.0458471446742315,1.6746734824527647,0.849870731924757,156.17593994719172,1847699.6570609065,0.424516129032258,-19.145791424323015,-20.620167402423526,-19.838938604882962,-21.31331458298347,0.181818181818182,0.48875,0.460666666666667,0.485,0.251818181818182,0.340227272727273,0.596666666666666,0.438461538461538,0.602727272727272,0.44
yor,tgl,1.464480796639362,1.339828575705716,0.8809842203797806,150.0341766524883,12803075.17747945,NA,-17.995936754124685,-18.59328249154669,-18.68908393468463,-19.286429672106635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,tel,1.9340940265736508,2.549881809922976,0.8872247481501292,135.83251696851244,4623127.587770963,0.520430107526881,-20.45738602187067,-18.301648359213765,-21.150533202430616,-18.99479553977371,0.272727272727273,0.537916666666667,0.548666666666666,0.600714285714285,0.412727272727273,0.463409090909091,0.555,0.402692307692307,0.448181818181818,0.44
tha,tel,2.477981187871143,1.2523965402474482,0.890166711241865,138.86776655589205,2371222.363336457,0.521397849462366,-24.092338402352834,-20.16410662437251,-24.785485582912774,-20.85725380493246,0.363636363636364,0.43625,0.326666666666666,0.581071428571428,0.483636363636364,0.45090909090909,0.463333333333333,0.473846153846153,0.454545454545454,0.5
urd,tel,0.9286147233000577,0.9737829078815411,0.8856200410091825,54.81574532699252,1541624.1142704473,0.333010752688172,-20.86938887015362,-18.040778981679193,-21.562536050713568,-18.733926162239136,0.272727272727273,0.312916666666667,0.433333333333333,0.407142857142857,0.310909090909091,0.293636363636364,0.426666666666667,0.353461538461538,0.342727272727273,0.398333333333333
tur,tel,2.075667518646191,3.0327898698077673,0.8718017295176964,110.9076150565117,5119921.739112947,0.436451612903226,-20.753436836861763,-17.563564073051722,-21.446584017421713,-18.25671125361167,0.272727272727273,0.550416666666667,0.684,0.398928571428571,0.407272727272727,0.493636363636364,0.78,0.317692307692308,0.343636363636364,0.438333333333333
vie,tel,2.4379821142799236,1.3936416218146483,0.850851386288669,139.78282476203242,2891785.6517560594,0.401505376344086,-22.964246337208245,-19.738967465315227,-23.657393517768195,-20.43211464587517,0.363636363636364,0.405833333333333,0.448666666666667,0.368928571428572,0.574545454545454,0.411590909090909,0.473333333333333,0.473846153846153,0.363636363636364,0
yor,tel,1.6468815380274098,1.5226354546443066,0.8983685477400374,109.53022799860547,8201860.949078107,NA,-21.156667927434164,-18.214299885175446,-21.84981510799411,-18.907447065735393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urd,tha,2.296457806469839,2.219013115206725,0.8969421413925291,131.16875212933013,3717147.498691589,0.567849462365591,-20.3592686060038,-20.704907058631793,-21.052415786563746,-21.39805423919174,0.363636363636364,0.587916666666666,0.609333333333333,0.622142857142857,0.591818181818182,0.555681818181819,0.593333333333333,0.541153846153847,0.505454545454545,0.406666666666667
tur,tha,1.368761871799699,3.3018540462410004,0.8907907640188999,171.83481180542097,7124204.310136169,0.535483870967742,-19.592346370060245,-20.478277671934027,-20.28549355062019,-21.171424852493974,0.454545454545454,0.571666666666667,0.639333333333333,0.453928571428572,0.345454545454545,0.56909090909091,0.785,0.437307692307692,0.506363636363636,0.445
vie,tha,0.9792507903552217,1.154487957670164,0.8889186056877952,94.31747392505855,899214.464134722,0.43516129032258,-21.59734597694232,-22.196535064885555,-22.290493157502265,-22.8896822454455,0.272727272727273,0.477916666666667,0.463333333333333,0.535714285714285,0.272727272727273,0.351590909090909,0.5,0.423076923076922,0.545454545454546,0.5
yor,tha,2.265801807582217,0.43185873964910276,0.8925737719532852,125.61653873825476,10573071.12998567,NA,-19.82500239005073,-20.14400490979222,-20.518149570610674,-20.837152090352166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vie,urd,2.253407173330876,2.1193683357794373,0.9457965587946866,130.48145720559955,3994863.846622067,0.483333333333333,-21.68949122061683,-19.280145760817483,-22.382638401176777,-19.97329294137743,0.363636363636364,0.508333333333333,0.64,0.483928571428572,0.562727272727273,0.489545454545455,0.448333333333333,0.543846153846154,0.631818181818181,0.398333333333333
yor,urd,1.2458792117751385,2.484777671616664,0.8826780779174468,106.94422709322461,6995105.590832306,NA,-17.85650565938638,-17.4302809735115,-18.549652839946322,-18.123428154071448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fre,eng,1.8014300434901314,0.2813433394019407,0.8161718819648747,120.58338994033157,595392.8406688207,0.245698924731183,-17.844233026598914,-16.00036548215699,-18.537380207158858,-16.693512662716934,0.181818181818182,0.280416666666667,0.342,0.158571428571429,0.0581818181818181,0.306590909090909,0.36,0.169230769230769,0.341818181818182,0.22
por,eng,1.7179585597380438,1.3569646879619983,0.8577159668360523,142.1286442918744,1552089.2941598173,NA,-18.598132589295034,-17.09372544908554,-19.291279769854977,-17.786872629645487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spa,eng,1.8454656163555625,0.7724648173293683,0.8321298029776233,143.3610265111319,1396105.4161521192,0.253763440860215,-18.85788195941636,-16.18873893648244,-19.551029139976304,-16.881886117042388,0.181818181818182,0.291666666666667,0.309333333333333,0.165714285714286,0.210909090909091,0.217045454545454,0.391666666666666,0.317307692307692,0.539090909090909,0.568333333333333
ger,eng,1.834381639994287,0.933975419441399,0.6117500222875992,101.82198197248341,1062978.6749504046,NA,-19.728474741633065,-16.642221323907226,-20.42162192219301,-17.33536850446717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jpn,eng,2.2999443368384367,1.736890663581185,0.8913256663992155,158.12058072706304,9370189.31543568,0.441720430107527,-20.436931458242476,-17.33824600386416,-21.13007863880242,-18.031393184424104,0.363636363636364,0.445833333333333,0.386666666666666,0.428571428571429,0.181818181818182,0.470454545454545,0.476666666666667,0.327692307692308,0.501818181818182,0.345
ind,eng,1.8319618443338592,4.594108203163857,0.8754568957831862,178.79355121436967,12036723.967065675,0.519032258064516,-18.56189928942155,-16.878610324137004,-19.255046469981497,-17.571757504696947,0.363636363636364,0.58625,0.552666666666667,0.448214285714286,0.608181818181817,0.478863636363636,0.615,0.603076923076923,0.655454545454545,0.583333333333333
mal,eng,0.8738739481761547,3.910530474117766,0.8981010965498796,156.91899914178015,8343058.0217696885,0.511720430107527,-19.877663569323616,-17.523178028457096,-20.570810749883563,-18.216325209017043,0.090909090909091,0.422916666666666,0.571333333333334,0.699642857142857,0.454545454545454,0.338409090909091,0.621666666666667,0.478846153846154,0.586363636363636,0.575
pan,eng,1.1858526450399984,3.444023045716563,0.8456806632789515,154.00326237971422,6537349.749570405,0.578924731182796,-19.88489774145144,-17.534827460288305,-20.578044922011383,-18.22797464084825,0.272727272727273,0.5,0.517333333333333,0.670000000000001,0.592727272727272,0.492272727272727,0.433333333333333,0.685384615384616,0.845454545454545,0.628333333333333
fas,eng,1.833681514550856,2.4736045687020085,0.8470179192297406,158.62482430170695,5276558.423380536,NA,-19.068085089584912,-17.560676247436373,-19.761232270144856,-18.25382342799632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,eng,1.124459690719731,3.447112771578631,0.9044307747169475,187.6732962206225,10798960.321639113,0.383870967741935,-17.442452355840665,-17.79438126737177,-18.135599536400612,-18.487528447931716,0.454545454545454,0.534583333333333,0.54,0.275,0.160909090909091,0.43340909090909,0.41,0.293846153846154,0.533636363636363,0.378333333333333
tel,eng,1.3400982565948916,3.3161833126953226,0.9090665953463493,151.1858955910389,7876920.572274128,0.525376344086022,-19.63821217052093,-16.594754106867992,-20.331359351080874,-17.28790128742794,0.272727272727273,0.475833333333333,0.432,0.652500000000001,0.301818181818182,0.427045454545454,0.44,0.436923076923077,0.639999999999999,0.613333333333333
tha,eng,2.089875232287339,3.175648771734891,0.8666310065079789,196.374499309317,9522353.950663209,0.39258064516129,-19.14853711482622,-17.941262955299024,-19.841684295386166,-18.63441013585897,0.363636363636364,0.49875,0.332666666666666,0.285714285714285,0.181818181818182,0.408409090909091,0.323333333333333,0.330769230769231,0.418181818181818,0.345
urd,eng,0.7868015748278329,3.7609296367770946,0.848176874387091,152.64404428355306,6368551.380884533,0.591612903225806,-19.707845431404326,-16.6200391958647,-20.400992611964273,-17.313186376424643,0.181818181818182,0.617916666666666,0.642666666666667,0.765,0.41,0.503863636363637,0.601666666666666,0.537692307692308,0.679090909090908,0.555
gre,eng,1.568474966348561,1.1043233354457644,0.85557635731479,151.39999708889582,2258216.69033033,NA,-17.92531899650454,-16.436125089662077,-18.61846617706448,-17.129272270222025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,eng,1.733931592027909,2.4121548887596767,0.7918338236605152,118.52280309371879,3168745.271009584,0.472258064516129,-18.7177170442249,-16.21775432644669,-19.410864224784845,-16.910901507006635,0.272727272727273,0.73625,0.689333333333333,0.303928571428572,0.271818181818182,0.59159090909091006,0.218333333333333,0.361153846153846,0.581818181818181,0.4
ita,eng,2.1181661709383226,0.6947849104703533,0.8045823303913703,130.6380977293918,1498796.672898516,NA,-19.724621201257353,-17.41238597910324,-20.4177683818173,-18.105533159663185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol,eng,1.6774469776721255,1.2721244702761354,0.8471070696264598,149.72593886723124,1337081.5218783715,0.437311827956989,-18.645283689914393,-16.610735254797174,-19.33843087047434,-17.303882435357117,0.272727272727273,0.5,0.452,0.395714285714286,0.145454545454546,0.386363636363636,0.265,0.419230769230769,0.754545454545455,0.593333333333333
tur,eng,1.6786550183852103,1.2415367962709913,0.905233128287421,169.3507760323158,2945073.275855788,0.467311827956989,-20.2823122328423,-16.822415537885874,-20.975459413402245,-17.515562718445818,0.181818181818182,0.5,0.580666666666667,0.525357142857142,0.163636363636364,0.439090909090909,0.578333333333333,0.384230769230769,0.653636363636363,0.575
kor,eng,2.1307515135028052,2.748016130205132,0.8822323259338504,151.05295046335434,8840314.795018284,0.534086021505376,-19.512674901379594,-17.3185290228851,-20.205822081939537,-18.01167620344505,0.363636363636364,0.583333333333334,0.432666666666666,0.481785714285715,0.545454545454546,0.522727272727273,0.405,0.547692307692308,0.567272727272727,0.345
vie,eng,2.1068814508232383,2.820446064108461,0.9254702683426941,188.3424006882271,9258551.652771467,0.52494623655914,-21.393516856927672,-18.208911316047562,-22.086664037487616,-18.902058496607506,0.363636363636364,0.603333333333333,0.566666666666667,0.642857142857144,0.272727272727273,0.442727272727272,0.656666666666666,0.476923076923077,0.672727272727272,0.613333333333333
rum,eng,1.4835149568475958,1.2948464165328548,0.7723990371757155,151.3164868399204,1949952.8262777415,NA,-18.779834503806647,-15.977830655824024,-19.472981684366594,-16.67097783638397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guj,eng,1.5129588420876483,4.0858237190144076,0.8694838192029954,149.8090171481108,6836213.252624857,0.591612903225806,-19.560635983915706,-16.828324435278283,-20.25378316447565,-17.521471615838227,0.181818181818182,0.617916666666666,0.642666666666667,0.765,0.41,0.503863636363637,0.601666666666666,0.537692307692308,0.679090909090908,0.555
hin,eng,0.9831110670449833,3.9465773400558737,0.8573593652491753,142.65460625566817,7038546.649536214,0.591612903225806,-19.741608964756484,-17.070705973065,-20.434756145316427,-17.763853153624947,0.181818181818182,0.617916666666666,0.642666666666667,0.765,0.41,0.503863636363637,0.601666666666666,0.537692307692308,0.679090909090908,0.555
yor,eng,0.9187347384544265,2.91085299582723,0.8677008112686101,167.8059622426955,5101305.783208557,NA,-17.25572657758622,-16.948302571000802,-17.94887375814616,-17.641449751560746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mar,eng,1.1612653422621868,3.214676263930271,0.8487117767674066,152.90245944641325,7613092.130912889,0.591612903225806,-19.558150814986625,-17.49692839280134,-20.25129799554657,-18.190075573361288,0.181818181818182,0.617916666666666,0.642666666666667,0.765,0.41,0.503863636363637,0.601666666666666,0.537692307692308,0.679090909090908,0.555
kan,eng,1.0211282911833308,2.867035649251387,0.9068378354283676,169.6089519088242,7951232.449587702,0.545268817204301,-19.497448700355065,-19.416488086153723,-20.190595880915012,-20.109635266713667,0.272727272727273,0.4825,0.516666666666667,0.681071428571429,0.352727272727273,0.447954545454545,0.516666666666666,0.474615384615385,0.678181818181818,0.609999999999999
tam,eng,1.0713797397181442,2.887970468620259,0.8984576981367567,170.89701597342489,8400045.61329308,0.545268817204301,-15.184402839972835,-17.306469302911154,-15.877550020532782,-17.999616483471097,0.272727272727273,0.4825,0.516666666666667,0.681071428571429,0.352727272727273,0.447954545454545,0.516666666666666,0.474615384615385,0.678181818181818,0.609999999999999
ibo,eng,0.992715464502485,4.031955991588736,0.9023803155924044,144.22841087278945,5415848.173087779,0.681935483870967,-16.946882587234054,-16.70987261690531,-17.640029767794,-17.403019797465255,0.727272727272728,0.666666666666666,0.596666666666668,0.64107142857143,0.726363636363637,0.636136363636362,0.648333333333333,0.719615384615385,0.701818181818182,0.76
nep,eng,1.3193673901674055,3.021134929725642,0.8711776767406615,156.31371221420244,7316115.476027002,0.569139784946237,-16.946882587234054,-16.70987261690531,-17.640029767794,-17.403019797465255,0.272727272727273,0.55375,0.53,0.593571428571428,0.398181818181818,0.515227272727273,0.593333333333333,0.568461538461539,0.763636363636363,0.603333333333333
por,gre,1.4073794908984503,1.3820014280275725,0.8039582776143355,141.33914473593495,2764584.119747829,NA,-19.57539483167068,-18.45867909597531,-20.268542012230625,-19.151826276535257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spa,gre,1.5621974932875071,0.6270887770319997,0.839083533921726,151.64302362524126,2175318.5527780917,NA,-18.0406175650337,-18.06937760042864,-18.73376474559365,-18.762524780988585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jpn,gre,2.0476598762042033,1.1694121301095093,0.9051439778907016,192.69377436274436,8889698.82790362,NA,-20.28203161025256,-19.027885591300745,-20.975178790812507,-19.721032771860692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ind,gre,1.7161929912403378,4.918998271340315,0.8743870910225551,188.00185095726673,10133713.019188436,NA,-19.30382566741109,-18.814234783907157,-19.996972847971033,-19.507381964467104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mal,gre,1.912899603651179,4.14736048177533,0.8862440937862173,143.79581743870864,6204479.448930087,NA,-20.85088938379066,-19.69775296087049,-21.544036564350606,-20.390900141430436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan,gre,1.8871195626661508,2.915679375790853,0.8660961041276634,144.42974864983836,4694132.252495323,NA,-20.36004412132076,-19.116849783819568,-21.053191301880705,-19.80999696437951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,gre,1.666746592842647,3.7412714781581435,0.8866898457698136,178.81712695883095,9524156.655326607,NA,-19.051396981639343,-19.563755592978886,-19.744544162199286,-20.25690277353883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tel,gre,2.198565050935005,3.2139003159801147,0.87501114379959,139.34431352689825,5838604.374249856,NA,-20.323361982052635,-18.19810002411997,-21.01650916261258,-18.891247204679914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tha,gre,1.8839806346431462,3.3423652685220113,0.849870731924757,180.91221792348827,7799379.748479891,NA,-21.107299767276928,-20.512912670770255,-21.800446947836875,-21.206059851330203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urd,gre,1.814895766242729,3.489157699025575,0.8459481144691093,143.34564155791566,4297465.354275472,NA,-19.79435474977643,-18.354565255344376,-20.487501930336382,-19.047712435904323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,gre,1.4329355075973216,1.6746409339540533,0.8737630382455203,124.19314571888157,2539003.6382927904,NA,-19.790059434468727,-19.18164037680255,-20.48320661502867,-19.8747875573625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ita,gre,1.5803892228098841,0.6284654319307594,0.81795488989926,125.3035778744284,1003926.895210731,NA,-20.733607377884855,-19.712635701377256,-21.426754558444802,-20.405782881937203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol,gre,1.3489773861466885,0.5301454557078288,0.8594098243737185,136.59037034395988,1158837.5642245188,NA,-20.297443571760482,-19.692875878815407,-20.990590752320426,-20.38602305937535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur,gre,1.2795325322475948,0.5039830552534043,0.8907907640188999,145.11451351030794,724712.1630842788,NA,-20.291564369710095,-19.526688419781692,-20.984711550270042,-20.21983560034164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kor,gre,1.9250014670815065,1.9326155272613548,0.8870464473566907,185.06710737006094,8241882.892579985,NA,-19.575597865460157,-19.024959010333994,-20.2687450460201,-19.71810619089394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vie,gre,1.8005756389149763,2.6954358844676984,0.8566461620754212,185.59168133024465,7760626.212345769,NA,-20.738899220905147,-20.11002866617275,-21.432046401465094,-20.803175846732696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rum,gre,1.2536557714221381,0.5935787107320497,0.8052955335651243,135.83286001484004,455038.05680504633,NA,-18.182262035602175,-18.871978282737437,-18.87540921616212,-19.56512546329738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guj,gre,2.173476369907463,3.803309406013777,0.8681465632522064,144.02434216662874,4784157.351868784,NA,-20.511842302688915,-18.221322866498276,-21.204989483248863,-18.914470047058224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hin,gre,2.0332385893713876,3.561098751909589,0.8559329589016671,118.6632252833249,5111526.055227844,NA,-20.61155322276992,-18.844129395977024,-21.304700403329864,-19.53727657653697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yor,gre,1.9171454427198351,3.185930967287307,0.9184273870018721,148.02657042223754,4419354.0797663275,NA,-18.415132460005605,-17.862408899168894,-19.108279640565552,-18.555556079728838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mar,gre,2.1715456481904254,3.1285097184743496,0.8866006953730944,142.0630523772199,5567547.5494462,NA,-21.27273935390202,-19.209224885431887,-21.965886534461962,-19.90237206599183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kan,gre,2.1561380196358684,2.979712296243375,0.8765267005438173,164.16746375266845,5845624.908679389,NA,-21.287018618301147,-21.275558936326014,-21.980165798861094,-21.968706116885958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tam,gre,2.0870202653155117,3.0184100055889047,0.900597307658019,163.67902078913173,6293090.149005554,NA,-16.588227015882218,-18.38667959327552,-17.28137419644216,-19.079826773835467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ibo,gre,1.9028176127983323,4.310956853824804,0.8882054025140411,154.21015251457595,4526852.529707927,NA,-18.79910791953857,-18.78092685238263,-19.492255100098518,-19.47407403294258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep,gre,2.0021596816542755,2.9065493027170253,0.8718017295176964,146.4589920337332,5583094.626364571,NA,-18.79910791953857,-18.78092685238263,-19.492255100098518,-19.47407403294258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spa,rus,1.2330795704118787,1.9541880091860366,0.8611928323081037,114.37460238137807,4087149.213384615,0.420537634408602,-18.09985939317633,-17.0080070003504,-18.793006573736278,-17.701154180910347,0.090909090909091,0.618333333333333,0.672666666666667,0.311428571428572,0.210909090909091,0.490681818181818,0.391666666666667,0.360384615384615,0.640909090909091,0.633333333333333
tgl,rus,1.6158170136341543,5.066238424456621,0.8851742890255863,177.41620302012677,7632471.295542693,0.431720430107527,-17.66133003051956,-18.388382941279904,-18.354477211079505,-19.081530121839847,0.272727272727273,0.675416666666666,0.73,0.296785714285714,0.201818181818182,0.561590909090909,0.368333333333333,0.266153846153846,0.427272727272727,0.235
tel,rus,2.2958897312421787,4.49739236292194,0.8772399037175715,145.34429706052487,5273078.779060346,0.525268817204301,-19.005062747804523,-17.193654964919297,-19.698209928364466,-17.886802145479244,0,0.61375,0.576,0.636428571428572,0.428181818181818,0.471818181818182,0.438333333333333,0.411923076923077,0.454545454545454,0.5
tha,rus,1.6398844991362627,4.781826407442704,0.8821431755371312,187.51522744000076,6472867.292994558,0.466666666666667,-17.946869233188355,-18.472715618359402,-18.6400164137483,-19.165862798919346,0.363636363636364,0.62125,0.578,0.303928571428572,0.271818181818182,0.574318181818182,0.405,0.345769230769231,0.363636363636364,0.166666666666666
urd,rus,1.9055261500868903,4.533862747310592,0.840777391459392,144.2894403164597,4004423.145114936,0.571397849462365,-18.78213414995914,-17.339749845977284,-19.475281330519085,-18.032897026537228,0.272727272727273,0.601666666666666,0.646,0.676071428571429,0.523636363636363,0.509772727272727,0.593333333333333,0.509615384615385,0.499090909090909,0.483333333333333
tur,rus,1.1828073074999952,1.6360373860009754,0.8563787108852634,152.1323768526755,2447914.508596249,0.491827956989247,-20.69477923830295,-18.347818329082596,-21.387926418862897,-19.040965509642543,0.272727272727273,0.430833333333333,0.597333333333333,0.525714285714285,0.390909090909091,0.4325,0.583333333333333,0.432692307692307,0.540909090909091,0.518333333333333
vie,rus,1.4513400775580998,3.9250569660012937,0.8935544263171972,184.18441864299103,6117724.644114313,0.608709677419355,-20.366975713054973,-19.029458393480283,-21.06012289361492,-19.722605574040227,0.363636363636364,0.7625,0.695333333333333,0.637500000000001,0.362727272727273,0.628636363636364,0.648333333333332,0.499615384615385,0.636363636363635,0.5
yor,rus,2.0872264243060017,4.687642903889636,0.9172684318445217,154.4080598129119,6958339.363353174,NA,-18.51183830850055,-17.64623304469263,-19.204985489060498,-18.339380225252572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tam,rus,2.3186192276335857,4.553057026277263,0.8755460461799054,162.09396321616097,5898384.924159505,0.545376344086022,-15.52543998114656,-17.042982794873698,-16.218587161706505,-17.736129975433645,0.272727272727273,0.51,0.549333333333333,0.665714285714286,0.47,0.4925,0.513333333333333,0.448076923076923,0.498181818181818,0.465
por,ita,1.1273105426495338,1.0552872205767123,0.5832218953374343,86.92013215150278,1762885.612833942,NA,-20.748588162234103,-18.00600962034367,-21.441735342794047,-18.699156800903616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spa,ita,1.20058090219314,0.5850730568559551,0.5058393509851119,145.24048083861365,1179625.399476898,NA,-19.856510048281464,-17.75508084465805,-20.549657228841408,-18.448228025217997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jpn,ita,1.7733574285874196,1.0599115860964516,0.8799144156191495,172.53520346219523,9575799.119506935,NA,-20.514911172752377,-18.93547199701621,-21.20805835331232,-19.628619177576155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mal,ita,2.4531229316776617,3.708460794591973,0.8570919140590175,103.58198986022872,7190379.527000566,NA,-20.5090815643156,-18.990536333011125,-21.202228744875544,-19.683683513571072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan,ita,2.3655453759003593,3.0516816181898636,0.7972719978603905,115.30542549264686,5687587.699156919,NA,-20.388609742631896,-18.511952178036317,-21.08175692319184,-19.20509935859626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgl,ita,1.983374426093807,3.2882059442307914,0.9037175715431934,159.51033455573963,10442934.206694571,NA,-18.83927625482789,-19.391075428005557,-19.532423435387837,-20.0842226085655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tel,ita,2.6673056935149195,3.109603054665957,0.8791120620486761,99.84621344898056,6840697.599519587,NA,-19.94248770215661,-17.826672348083967,-20.635634882716552,-18.519819528643914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tha,ita,1.8856488300718925,3.036360464001544,0.8909690648123384,160.69380152477447,8788384.557522757,NA,-20.6779222426349,-19.63072890456902,-21.371069423194843,-20.323876085128962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urd,ita,2.3164974183589617,3.5238060587813456,0.78398858874922,105.46241980733208,5299183.116610757,NA,-19.876563746010458,-17.854347485288613,-20.5697109265704,-18.54749466584856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,ita,1.0914564672841884,2.0413849700641875,0.8657395025407862,135.75913760289043,3102027.821353561,NA,-20.598285772223218,-18.079602473389354,-21.29143295278316,-18.7727496539493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol,ita,1.2871428266504816,0.8747584375737502,0.8187572434697334,103.93929912501142,1076078.7192441947,NA,-20.948532513341526,-18.98187048474774,-21.64167969390147,-19.675017665307685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur,ita,1.4684022534718193,0.861192596396226,0.8829455291076046,131.45745505841379,1721256.7511798567,NA,-21.900060540775918,-19.004177583530755,-22.593207721335865,-19.697324764090702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kor,ita,1.9541132439948738,2.1440371384778194,0.8823214763305697,164.61751221732163,8958423.707635127,NA,-19.753019466903535,-18.80998253047592,-20.44616664746348,-19.503129711035864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vie,ita,1.7655143551556676,2.4551573759872514,0.91263261121512,161.18889087963478,8713876.376034383,NA,-23.37231655066462,-19.72154901159349,-24.065463731224565,-20.414696192153432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rum,ita,1.1501712268289432,0.8575421775592086,0.49335829544441473,101.60082881792857,988494.3857026248,NA,-20.336291257638592,-17.703774608292544,-21.02943843819854,-18.396921788852488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yor,ita,2.4253747366774117,2.8380921297252306,0.890166711241865,133.66674880926476,4073039.3569511734,NA,-17.846035116400245,-17.18265094296978,-18.53918229696019,-17.875798123529727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mar,ita,2.6555394196611104,2.9874428017102383,0.8462155656592671,109.87009358983782,6569452.17805864,NA,-20.197225630472843,-17.87154516225544,-20.890372811032787,-18.564692342815388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kan,ita,2.634037229715704,2.805612798242734,0.8846393866452706,137.37943207903942,6839799.808466928,NA,-20.084554343926772,-19.872483215708094,-20.77770152448672,-20.56563039626804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tam,ita,2.666676592407017,2.791758198414124,0.8911473656057769,118.287553832228,7286011.341446832,NA,-15.925613375026272,-17.099384585173212,-16.618760555586217,-17.79253176573316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep,ita,2.370635618809702,2.6488599696269715,0.8209860033877151,112.25569032175363,6565436.758427598,NA,-17.192562501950786,-17.18052424210035,-17.88570968251073,-17.873671422660298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
por,pol,1.0689421202847704,1.4589662560888683,0.8456806632789515,73.60640068888164,2441008.2219203506,NA,-19.594503268511716,-18.027592288335168,-20.287650449071663,-18.72073946889511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spa,pol,1.316136563601041,0.6363034396058345,0.8116252117321923,157.4384967574179,1971963.757521468,0.365483870967742,-18.72633236145279,-17.834200449245593,-19.419479542012734,-18.527347629805536,0.181818181818182,0.333333333333333,0.406,0.371071428571428,0.249090909090909,0.285227272727273,0.348333333333333,0.373846153846154,0.543636363636363,0.383333333333333
